,CPU Name,CPU Mark(higher is better),Rank(lower is better),CPU Value(higher is better),Price(USD),lien,Integer Math,Floating Point Math,Find Prime Numbers,Random String Sorting,Data Encryption,Data Compression,Physics,Extended Instructions,Single Thread
763,Intel Core i3-2130 @ 3.40GHz,"2,030",2638,72.21,$28.11,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2140+%40+3.50GHz&id=1863,"10,849 MOps/Sec","4,008 MOps/Sec",14 Million Primes/Sec,"7,170 Thousand Strings/Sec",358.8 MBytes/Sec,"46,764 KBytes/Sec",297 Frames/Sec,"2,032 Million Matrices/Sec","1,535 MOps/Sec"
764,Intel Core i3-2310E @ 2.10GHz,"1,845",2759,8.20,$225.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2310M+%40+2.10GHz&id=756,"5,861 MOps/Sec","2,255 MOps/Sec",9 Million Primes/Sec,"3,858 Thousand Strings/Sec",209.9 MBytes/Sec,"25,740 KBytes/Sec",193 Frames/Sec,"1,088 Million Matrices/Sec",949 MOps/Sec
765,Intel Core i3-2310M @ 2.10GHz,"1,223",3199,30.60,$39.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2312M+%40+2.10GHz&id=1658,"4,063 MOps/Sec","2,357 MOps/Sec",7 Million Primes/Sec,"3,130 Thousand Strings/Sec",206.9 MBytes/Sec,"23,072 KBytes/Sec",182 Frames/Sec,701 Million Matrices/Sec,894 MOps/Sec
766,Intel Core i3-2328M @ 2.20GHz,"1,234",3186,8.22,$150.11*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2330E+%40+2.20GHz&id=2206,NA,NA,NA,NA,NA,NA,NA,NA,"1,063 MOps/Sec"
767,Intel Core i3-2330M @ 2.20GHz,"1,224",3196,30.63,$39.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2332M+%40+2.20GHz&id=2176,NA,NA,NA,NA,NA,NA,NA,NA,936 MOps/Sec
768,Intel Core i3-2350M @ 2.30GHz,"1,253",3168,46.75,$26.81,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2357M+%40+1.30GHz&id=759,"3,630 MOps/Sec","1,414 MOps/Sec",6 Million Primes/Sec,"2,414 Thousand Strings/Sec",128.8 MBytes/Sec,"15,621 KBytes/Sec",134 Frames/Sec,668 Million Matrices/Sec,601 MOps/Sec
769,Intel Core i3-2370M @ 2.40GHz,"1,364",3087,36.89,$36.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-2375M+%40+1.50GHz&id=1879,"4,254 MOps/Sec","1,630 MOps/Sec",8 Million Primes/Sec,"2,822 Thousand Strings/Sec",149.7 MBytes/Sec,"18,841 KBytes/Sec",151 Frames/Sec,830 Million Matrices/Sec,691 MOps/Sec
770,Intel Core i3-3110M @ 2.40GHz,"1,642",2886,23.47,$69.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3120M+%40+2.50GHz&id=1442,"7,368 MOps/Sec","3,773 MOps/Sec",12 Million Primes/Sec,"4,661 Thousand Strings/Sec",294.9 MBytes/Sec,"33,778 KBytes/Sec",220 Frames/Sec,"1,429 Million Matrices/Sec","1,277 MOps/Sec"
771,Intel Core i3-3120M @ 2.50GHz,"1,684",2860,6.40,$263.19*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3130M+%40+2.60GHz&id=1829,"7,963 MOps/Sec","4,036 MOps/Sec",12 Million Primes/Sec,"4,967 Thousand Strings/Sec",328.5 MBytes/Sec,"35,342 KBytes/Sec",235 Frames/Sec,"1,509 Million Matrices/Sec","1,285 MOps/Sec"
772,Intel Core i3-3210 @ 3.20GHz,"2,223",2545,19.33,$115.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3217U+%40+1.80GHz&id=764,"5,324 MOps/Sec","2,726 MOps/Sec",9 Million Primes/Sec,"3,357 Thousand Strings/Sec",210.9 MBytes/Sec,"24,214 KBytes/Sec",177 Frames/Sec,"1,036 Million Matrices/Sec",910 MOps/Sec
773,Intel Core i3-3217U @ 1.80GHz,"1,218",3203,6.12,$199.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3217UE+%40+1.60GHz&id=2143,NA,NA,NA,NA,NA,NA,NA,NA,711 MOps/Sec
774,Intel Core i3-3220 @ 3.30GHz,"2,262",2514,91.96,$24.60,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3220T+%40+2.80GHz&id=1473,"8,566 MOps/Sec","4,388 MOps/Sec",12 Million Primes/Sec,"5,501 Thousand Strings/Sec",333.9 MBytes/Sec,"39,151 KBytes/Sec",237 Frames/Sec,"1,642 Million Matrices/Sec","1,487 MOps/Sec"
775,Intel Core i3-3220T @ 2.80GHz,"1,929",2702,14.29,$135.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3225+%40+3.30GHz&id=1474,"9,813 MOps/Sec","5,120 MOps/Sec",14 Million Primes/Sec,"6,258 Thousand Strings/Sec",396.5 MBytes/Sec,"45,864 KBytes/Sec",270 Frames/Sec,"1,914 Million Matrices/Sec","1,697 MOps/Sec"
776,Intel Core i3-3225 @ 3.30GHz,"2,236",2532,13.39,$167.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3227U+%40+1.90GHz&id=1861,"5,564 MOps/Sec","2,875 MOps/Sec",10 Million Primes/Sec,"3,533 Thousand Strings/Sec",220.5 MBytes/Sec,"26,093 KBytes/Sec",188 Frames/Sec,"1,105 Million Matrices/Sec",945 MOps/Sec
777,Intel Core i3-3240 @ 3.40GHz,"2,312",2485,65.84,$35.12,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3240T+%40+2.90GHz&id=1793,"8,938 MOps/Sec","4,468 MOps/Sec",12 Million Primes/Sec,"5,728 Thousand Strings/Sec",358.7 MBytes/Sec,"41,730 KBytes/Sec",225 Frames/Sec,"1,765 Million Matrices/Sec","1,555 MOps/Sec"
778,Intel Core i3-3245 @ 3.40GHz,"2,337",2467,29.21,$80.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3250+%40+3.50GHz&id=2034,"10,835 MOps/Sec","5,486 MOps/Sec",14 Million Primes/Sec,"6,790 Thousand Strings/Sec",425.0 MBytes/Sec,"48,922 KBytes/Sec",261 Frames/Sec,"2,102 Million Matrices/Sec","1,822 MOps/Sec"
779,Intel Core i3-3250 @ 3.50GHz,"2,429",2407,34.70,$70.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-3250T+%40+3.00GHz&id=2732,NA,NA,NA,NA,NA,NA,NA,NA,"1,684 MOps/Sec"
780,Intel Core i3-330M @ 2.13GHz,"1,020",3393,6.80,$149.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-330UM+%40+1.20GHz&id=747,"2,282 MOps/Sec","1,069 MOps/Sec",4 Million Primes/Sec,"1,151 Thousand Strings/Sec",80.0 MBytes/Sec,"8,624 KBytes/Sec",67 Frames/Sec,257 Million Matrices/Sec,346 MOps/Sec
781,Intel Core i3-350M @ 2.27GHz,"1,074",3341,37.03,$29.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-370M+%40+2.40GHz&id=744,"5,959 MOps/Sec","2,684 MOps/Sec",7 Million Primes/Sec,"3,404 Thousand Strings/Sec",213.8 MBytes/Sec,"25,279 KBytes/Sec",148 Frames/Sec,652 Million Matrices/Sec,971 MOps/Sec
782,Intel Core i3-370M @ 2.40GHz,"1,143",3273,38.14,$29.96,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-380M+%40+2.53GHz&id=745,"6,340 MOps/Sec","2,819 MOps/Sec",7 Million Primes/Sec,"3,531 Thousand Strings/Sec",221.9 MBytes/Sec,"26,213 KBytes/Sec",150 Frames/Sec,697 Million Matrices/Sec,"1,023 MOps/Sec"
783,Intel Core i3-380M @ 2.53GHz,"1,200",3216,24.03,$49.95,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-380UM+%40+1.33GHz&id=748,"3,846 MOps/Sec","1,663 MOps/Sec",5 Million Primes/Sec,"2,232 Thousand Strings/Sec",129.7 MBytes/Sec,"15,716 KBytes/Sec",111 Frames/Sec,432 Million Matrices/Sec,576 MOps/Sec
784,Intel Core i3-390M @ 2.67GHz,"1,232",3189,31.63,$38.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4000M+%40+2.40GHz&id=2072,"7,685 MOps/Sec","3,984 MOps/Sec",11 Million Primes/Sec,"4,542 Thousand Strings/Sec",304.8 MBytes/Sec,"32,718 KBytes/Sec",213 Frames/Sec,"2,104 Million Matrices/Sec","1,266 MOps/Sec"
785,Intel Core i3-4000M @ 2.40GHz,"1,773",2808,30.51,$58.11*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4005U+%40+1.70GHz&id=2193,"5,549 MOps/Sec","2,822 MOps/Sec",9 Million Primes/Sec,"3,258 Thousand Strings/Sec",436.0 MBytes/Sec,"23,413 KBytes/Sec",175 Frames/Sec,"1,514 Million Matrices/Sec",911 MOps/Sec
786,Intel Core i3-4010U @ 1.70GHz,"1,653",2880,13.23,$124.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4010Y+%40+1.30GHz&id=2106,"4,421 MOps/Sec","2,305 MOps/Sec",8 Million Primes/Sec,"2,654 Thousand Strings/Sec",372.1 MBytes/Sec,"19,432 KBytes/Sec",151 Frames/Sec,"1,250 Million Matrices/Sec",748 MOps/Sec
787,Intel Core i3-4100E @ 2.40GHz,"1,848",2758,8.22,$225.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4100M+%40+2.50GHz&id=2410,"8,512 MOps/Sec","4,319 MOps/Sec",12 Million Primes/Sec,"4,945 Thousand Strings/Sec",668.1 MBytes/Sec,"35,453 KBytes/Sec",223 Frames/Sec,"2,324 Million Matrices/Sec","1,405 MOps/Sec"
788,Intel Core i3-4100M @ 2.50GHz,"2,501",2374,11.44,$218.57*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4110M+%40+2.60GHz&id=2453,"9,259 MOps/Sec","4,550 MOps/Sec",12 Million Primes/Sec,"5,616 Thousand Strings/Sec",775.3 MBytes/Sec,"39,095 KBytes/Sec",248 Frames/Sec,"2,264 Million Matrices/Sec","1,389 MOps/Sec"
789,Intel Core i3-4130 @ 3.40GHz,"3,322",2031,116.68,$28.47,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4130T+%40+2.90GHz&id=2035,"9,868 MOps/Sec","4,979 MOps/Sec",13 Million Primes/Sec,"5,769 Thousand Strings/Sec",773.9 MBytes/Sec,"41,774 KBytes/Sec",250 Frames/Sec,"2,657 Million Matrices/Sec","1,628 MOps/Sec"
790,Intel Core i3-4130T @ 2.90GHz,"2,877",2219,143.92,$19.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4150+%40+3.50GHz&id=2252,"11,709 MOps/Sec","5,952 MOps/Sec",14 Million Primes/Sec,"6,880 Thousand Strings/Sec",911.8 MBytes/Sec,"49,294 KBytes/Sec",269 Frames/Sec,"3,190 Million Matrices/Sec","1,936 MOps/Sec"
791,Intel Core i3-4150 @ 3.50GHz,"3,385",2002,158.99,$21.29,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4150T+%40+3.00GHz&id=2296,"10,276 MOps/Sec","5,152 MOps/Sec",13 Million Primes/Sec,"6,097 Thousand Strings/Sec",760.6 MBytes/Sec,"42,963 KBytes/Sec",259 Frames/Sec,"2,783 Million Matrices/Sec","1,613 MOps/Sec"
792,Intel Core i3-4150T @ 3.00GHz,"2,921",2203,7.00,$417.42*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4158U+%40+2.00GHz&id=2443,NA,NA,NA,NA,NA,NA,NA,NA,"1,005 MOps/Sec"
793,Intel Core i3-4160 @ 3.60GHz,"3,504",1961,487.37,$7.19,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4160T+%40+3.10GHz&id=2380,"10,706 MOps/Sec","5,382 MOps/Sec",14 Million Primes/Sec,"6,273 Thousand Strings/Sec",851.0 MBytes/Sec,"45,642 KBytes/Sec",260 Frames/Sec,"2,894 Million Matrices/Sec","1,760 MOps/Sec"
794,Intel Core i3-4160T @ 3.10GHz,"3,140",2105,52.34,$59.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4170+%40+3.70GHz&id=2522,"12,468 MOps/Sec","6,290 MOps/Sec",14 Million Primes/Sec,"7,269 Thousand Strings/Sec",975.0 MBytes/Sec,"52,686 KBytes/Sec",273 Frames/Sec,"3,355 Million Matrices/Sec","2,064 MOps/Sec"
795,Intel Core i3-4170 @ 3.70GHz,"3,586",1938,138.36,$25.92,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4170T+%40+3.20GHz&id=2624,"11,068 MOps/Sec","5,597 MOps/Sec",14 Million Primes/Sec,"6,416 Thousand Strings/Sec",857.1 MBytes/Sec,"46,503 KBytes/Sec",261 Frames/Sec,"2,960 Million Matrices/Sec","1,823 MOps/Sec"
796,Intel Core i3-4170T @ 3.20GHz,"3,201",2079,16.01,$199.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4330+%40+3.50GHz&id=2025,"12,077 MOps/Sec","6,101 MOps/Sec",17 Million Primes/Sec,"7,142 Thousand Strings/Sec",955.1 MBytes/Sec,"51,098 KBytes/Sec",291 Frames/Sec,"3,277 Million Matrices/Sec","1,981 MOps/Sec"
797,Intel Core i3-4330 @ 3.50GHz,"3,552",1945,36.64,$96.95*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4330T+%40+3.00GHz&id=2161,"10,538 MOps/Sec","5,341 MOps/Sec",16 Million Primes/Sec,"6,041 Thousand Strings/Sec",826.5 MBytes/Sec,"44,629 KBytes/Sec",261 Frames/Sec,"2,880 Million Matrices/Sec","1,720 MOps/Sec"
798,Intel Core i3-4340 @ 3.60GHz,"3,545",1949,29.70,$119.35,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4350+%40+3.60GHz&id=2283,"12,054 MOps/Sec","5,982 MOps/Sec",16 Million Primes/Sec,"6,843 Thousand Strings/Sec",936.3 MBytes/Sec,"49,259 KBytes/Sec",277 Frames/Sec,"3,278 Million Matrices/Sec","1,945 MOps/Sec"
799,Intel Core i3-4350 @ 3.60GHz,"3,501",1964,87.54,$39.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4350T+%40+3.10GHz&id=2544,"10,413 MOps/Sec","5,335 MOps/Sec",16 Million Primes/Sec,"6,079 Thousand Strings/Sec",839.3 MBytes/Sec,"44,374 KBytes/Sec",279 Frames/Sec,"2,883 Million Matrices/Sec","1,626 MOps/Sec"
800,Intel Core i3-4360 @ 3.70GHz,"3,609",1934,42.32,$85.27,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4360T+%40+3.20GHz&id=2330,"11,089 MOps/Sec","5,611 MOps/Sec",16 Million Primes/Sec,"6,732 Thousand Strings/Sec",947.3 MBytes/Sec,"47,718 KBytes/Sec",268 Frames/Sec,"2,653 Million Matrices/Sec","1,886 MOps/Sec"
801,Intel Core i3-4370 @ 3.80GHz,"3,845",1864,81.83,$46.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4370T+%40+3.30GHz&id=3117,"11,442 MOps/Sec","5,760 MOps/Sec",16 Million Primes/Sec,"6,753 Thousand Strings/Sec",891.8 MBytes/Sec,"48,177 KBytes/Sec",290 Frames/Sec,"3,045 Million Matrices/Sec","1,911 MOps/Sec"
802,Intel Core i3-4370T @ 3.30GHz,"3,361",2019,24.35,$138.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-4570T+%40+2.90GHz&id=2174,NA,NA,NA,NA,NA,NA,NA,NA,"1,693 MOps/Sec"
803,Intel Core i3-5005U @ 2.00GHz,"2,020",2647,6.56,$308.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-5010U+%40+2.10GHz&id=2467,"6,997 MOps/Sec","4,654 MOps/Sec",11 Million Primes/Sec,"4,035 Thousand Strings/Sec",571.9 MBytes/Sec,"31,160 KBytes/Sec",211 Frames/Sec,"1,959 Million Matrices/Sec","1,238 MOps/Sec"
804,Intel Core i3-5010U @ 2.10GHz,"2,193",2559,7.31,$299.86*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-5015U+%40+2.10GHz&id=2551,"5,960 MOps/Sec","3,947 MOps/Sec",9 Million Primes/Sec,"3,343 Thousand Strings/Sec",476.4 MBytes/Sec,"26,078 KBytes/Sec",180 Frames/Sec,"1,660 Million Matrices/Sec","1,018 MOps/Sec"
805,Intel Core i3-5020U @ 2.20GHz,"2,173",2568,4.74,$459.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-5157U+%40+2.50GHz&id=2602,"8,612 MOps/Sec","5,391 MOps/Sec",10 Million Primes/Sec,"4,949 Thousand Strings/Sec",665.9 MBytes/Sec,"36,800 KBytes/Sec",237 Frames/Sec,"2,393 Million Matrices/Sec","1,392 MOps/Sec"
806,Intel Core i3-530 @ 2.93GHz,"1,495",2996,29.91,$50.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-540+%40+3.07GHz&id=738,"8,101 MOps/Sec","3,487 MOps/Sec",10 Million Primes/Sec,"4,579 Thousand Strings/Sec",280.1 MBytes/Sec,"33,582 KBytes/Sec",186 Frames/Sec,901 Million Matrices/Sec,"1,265 MOps/Sec"
807,Intel Core i3-540 @ 3.07GHz,"1,532",2968,13.93,$110.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-550+%40+3.20GHz&id=739,"8,486 MOps/Sec","3,670 MOps/Sec",10 Million Primes/Sec,"4,800 Thousand Strings/Sec",298.9 MBytes/Sec,"35,180 KBytes/Sec",186 Frames/Sec,929 Million Matrices/Sec,"1,337 MOps/Sec"
808,Intel Core i3-550 @ 3.20GHz,"1,606",2906,13.38,$119.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-560+%40+3.33GHz&id=740,"8,082 MOps/Sec","3,816 MOps/Sec",9 Million Primes/Sec,"4,943 Thousand Strings/Sec",324.9 MBytes/Sec,"36,327 KBytes/Sec",198 Frames/Sec,910 Million Matrices/Sec,"1,346 MOps/Sec"
809,Intel Core i3-560 @ 3.33GHz,"1,665",2867,27.75,$60.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-6006U+%40+2.00GHz&id=2912,"6,696 MOps/Sec","4,174 MOps/Sec",10 Million Primes/Sec,"3,922 Thousand Strings/Sec",733.9 MBytes/Sec,"29,986 KBytes/Sec",212 Frames/Sec,"2,035 Million Matrices/Sec","1,162 MOps/Sec"
810,Intel Core i3-6098P @ 3.60GHz,"4,076",1805,58.23,$70.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-6100+%40+3.70GHz&id=2617,"12,636 MOps/Sec","7,830 MOps/Sec",14 Million Primes/Sec,"7,316 Thousand Strings/Sec","1,371 MBytes/Sec","56,666 KBytes/Sec",313 Frames/Sec,"3,811 Million Matrices/Sec","2,201 MOps/Sec"
811,Intel Core i3-6100 @ 3.70GHz,"4,153",1783,38.64,$107.50,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-6100E+%40+2.70GHz&id=2789,NA,NA,NA,NA,NA,NA,NA,NA,"1,688 MOps/Sec"
812,Intel Core i3-6100T @ 3.20GHz,"3,645",1922,33.14,$110.00,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-6100TE+%40+2.70GHz&id=2673,"9,445 MOps/Sec","5,274 MOps/Sec",14 Million Primes/Sec,"5,292 Thousand Strings/Sec","1,126 MBytes/Sec","42,600 KBytes/Sec",265 Frames/Sec,"2,674 Million Matrices/Sec","1,636 MOps/Sec"
813,Intel Core i3-6100U @ 2.30GHz,"2,634",2311,4.97,$529.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-6102E+%40+1.90GHz&id=3528,"6,821 MOps/Sec","4,277 MOps/Sec",10 Million Primes/Sec,"3,994 Thousand Strings/Sec",722.3 MBytes/Sec,"30,801 KBytes/Sec",225 Frames/Sec,"2,043 Million Matrices/Sec","1,068 MOps/Sec"
814,Intel Core i3-6102E @ 1.90GHz,"2,349",2457,10.44,$225.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-6157U+%40+2.40GHz&id=2871,"8,343 MOps/Sec","5,130 MOps/Sec",11 Million Primes/Sec,"4,822 Thousand Strings/Sec",897.6 MBytes/Sec,"36,834 KBytes/Sec",232 Frames/Sec,"2,479 Million Matrices/Sec","1,446 MOps/Sec"
815,Intel Core i3-6300 @ 3.80GHz,"4,353",1740,66.72,$65.24,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-6300T+%40+3.30GHz&id=2626,"11,588 MOps/Sec","7,318 MOps/Sec",16 Million Primes/Sec,"6,779 Thousand Strings/Sec","1,306 MBytes/Sec","50,366 KBytes/Sec",348 Frames/Sec,"3,551 Million Matrices/Sec","2,032 MOps/Sec"
816,Intel Core i3-6300T @ 3.30GHz,"4,016",1819,44.61,$90.03,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-6320+%40+3.90GHz&id=2625,"13,198 MOps/Sec","8,186 MOps/Sec",17 Million Primes/Sec,"7,718 Thousand Strings/Sec","1,471 MBytes/Sec","59,949 KBytes/Sec",361 Frames/Sec,"4,014 Million Matrices/Sec","2,343 MOps/Sec"
817,Intel Core i3-6320 @ 3.90GHz,"4,467",1706,46.24,$96.60,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7020U+%40+2.30GHz&id=3255,"7,697 MOps/Sec","4,775 MOps/Sec",10 Million Primes/Sec,"4,447 Thousand Strings/Sec",834.1 MBytes/Sec,"33,679 KBytes/Sec",225 Frames/Sec,"2,309 Million Matrices/Sec","1,323 MOps/Sec"
818,Intel Core i3-7020U @ 2.30GHz,"2,575",2343,9.16,$281.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7100+%40+3.90GHz&id=2924,"13,318 MOps/Sec","8,258 MOps/Sec",14 Million Primes/Sec,"7,691 Thousand Strings/Sec","1,449 MBytes/Sec","59,534 KBytes/Sec",316 Frames/Sec,"4,019 Million Matrices/Sec","2,317 MOps/Sec"
819,Intel Core i3-7100 @ 3.90GHz,"4,354",1738,71.15,$61.19,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7100H+%40+3.00GHz&id=3114,"10,302 MOps/Sec","6,445 MOps/Sec",14 Million Primes/Sec,"5,957 Thousand Strings/Sec","1,108 MBytes/Sec","45,853 KBytes/Sec",325 Frames/Sec,"3,119 Million Matrices/Sec","1,668 MOps/Sec"
820,Intel Core i3-7100H @ 3.00GHz,"3,430",1982,15.25,$225.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7100T+%40+3.40GHz&id=2953,"11,698 MOps/Sec","7,224 MOps/Sec",13 Million Primes/Sec,"6,754 Thousand Strings/Sec","1,241 MBytes/Sec","51,580 KBytes/Sec",303 Frames/Sec,"3,471 Million Matrices/Sec","1,987 MOps/Sec"
821,Intel Core i3-7100T @ 3.40GHz,"3,806",1876,38.07,$99.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7100U+%40+2.40GHz&id=2879,"8,039 MOps/Sec","5,014 MOps/Sec",11 Million Primes/Sec,"4,708 Thousand Strings/Sec",880.6 MBytes/Sec,"36,034 KBytes/Sec",242 Frames/Sec,"2,433 Million Matrices/Sec","1,385 MOps/Sec"
822,Intel Core i3-7100U @ 2.40GHz,"2,719",2274,5.89,$462.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7101E+%40+3.90GHz&id=3655,"13,902 MOps/Sec","8,770 MOps/Sec",10 Million Primes/Sec,"8,032 Thousand Strings/Sec","1,570 MBytes/Sec","63,844 KBytes/Sec",239 Frames/Sec,"4,206 Million Matrices/Sec","2,407 MOps/Sec"
823,Intel Core i3-7101E @ 3.90GHz,"4,430",1714,37.87,$117.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7101TE+%40+3.40GHz&id=3105,"12,024 MOps/Sec","7,503 MOps/Sec",13 Million Primes/Sec,"6,810 Thousand Strings/Sec","1,271 MBytes/Sec","53,743 KBytes/Sec",297 Frames/Sec,"3,633 Million Matrices/Sec","2,007 MOps/Sec"
824,Intel Core i3-7101TE @ 3.40GHz,"3,949",1834,33.75,$117.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7102E+%40+2.10GHz&id=3469,NA,NA,NA,NA,NA,NA,NA,NA,"1,292 MOps/Sec"
825,Intel Core i3-7102E @ 2.10GHz,"2,521",2367,11.21,$225.00*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7130U+%40+2.70GHz&id=3120,"8,905 MOps/Sec","5,595 MOps/Sec",11 Million Primes/Sec,"5,307 Thousand Strings/Sec",983.4 MBytes/Sec,"40,295 KBytes/Sec",248 Frames/Sec,"2,742 Million Matrices/Sec","1,569 MOps/Sec"
826,Intel Core i3-7130U @ 2.70GHz,"3,010",2155,6.54,$459.99*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7167U+%40+2.80GHz&id=3370,"9,531 MOps/Sec","5,911 MOps/Sec",14 Million Primes/Sec,"5,797 Thousand Strings/Sec","1,256 MBytes/Sec","44,371 KBytes/Sec",318 Frames/Sec,"2,503 Million Matrices/Sec","1,705 MOps/Sec"
827,Intel Core i3-7300 @ 4.00GHz,"4,529",1696,77.20,$58.67,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7300T+%40+3.50GHz&id=3021,"12,545 MOps/Sec","7,837 MOps/Sec",16 Million Primes/Sec,"6,951 Thousand Strings/Sec","1,471 MBytes/Sec","56,031 KBytes/Sec",348 Frames/Sec,"3,547 Million Matrices/Sec","2,136 MOps/Sec"
828,Intel Core i3-7300T @ 3.50GHz,"4,211",1766,23.19,$181.59*,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7320+%40+4.10GHz&id=2941,"14,396 MOps/Sec","8,962 MOps/Sec",18 Million Primes/Sec,"8,332 Thousand Strings/Sec","1,589 MBytes/Sec","64,739 KBytes/Sec",380 Frames/Sec,"4,353 Million Matrices/Sec","2,504 MOps/Sec"
829,Intel Core i3-7320 @ 4.10GHz,"4,844",1638,45.28,$106.98,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-7350K+%40+4.20GHz&id=2930,"14,613 MOps/Sec","9,168 MOps/Sec",18 Million Primes/Sec,"8,536 Thousand Strings/Sec","1,619 MBytes/Sec","66,485 KBytes/Sec",398 Frames/Sec,"4,423 Million Matrices/Sec","2,568 MOps/Sec"
830,Intel Core i3-7350K @ 4.20GHz,"4,943",1623,82.39,$59.99,https://www.cpubenchmark.net/cpu.php?cpu=Intel+Core+i3-8100+%40+3.60GHz&id=3103,"16,375 MOps/Sec","13,859 MOps/Sec",28 Million Primes/Sec,"10,388 Thousand Strings/Sec","1,821 MBytes/Sec","84,209 KBytes/Sec",469 Frames/Sec,"7,246 Million Matrices/Sec","2,234 MOps/Sec"
