,Drive Name,Size,"Disk Rating
(higher is better)","Rank
(lower is better)","Drive Value
(higher is better)","Price
(USD)",lien,Sequential Read,Sequential Write,Random Seek Read Write (IOPS 32KQD20),IOPS 4KQD1
114,Corsair Force,223.6 GB,"4,353",3453,8.73,$498.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force&id=20855,NA,NA,NA,NA
115,Corsair Force 3 SSD,111.8 GB,"2,337",6956,7.78,$300.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%203%20SSD&id=17006,272 MBytes/Sec,158 MBytes/Sec,160 MBytes/Sec,23 MBytes/Sec
116,Corsair Force 3 SSD,55.9 GB,"1,797",7446,8.96,$200.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20GS&id=258,402 MBytes/Sec,322 MBytes/Sec,311 MBytes/Sec,30 MBytes/Sec
117,Corsair Force GS,223.6 GB,"3,743",4405,7.63,$490.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20GS&id=16974,399 MBytes/Sec,300 MBytes/Sec,312 MBytes/Sec,30 MBytes/Sec
118,Corsair Force GT,223.6 GB,"3,698",4500,7.42,$498.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20GT&id=17149,390 MBytes/Sec,230 MBytes/Sec,327 MBytes/Sec,20 MBytes/Sec
119,Corsair Force GT,111.8 GB,"3,398",5074,5.69,$597.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20GT&id=16967,471 MBytes/Sec,215 MBytes/Sec,251 MBytes/Sec,27 MBytes/Sec
120,Corsair Force LS SSD,55.9 GB,"1,880",7375,28.92,$64.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CORSAIR%20FORCE%20LX%20SSD&id=19241,NA,NA,NA,NA
121,Corsair Force MP300 120GB,111.8 GB,"6,096",2928,81.39,$74.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP300%20240GB&id=16469,"1,303 MBytes/Sec",682 MBytes/Sec,610 MBytes/Sec,39 MBytes/Sec
122,Corsair Force MP300 240GB,223.6 GB,"9,215",2641,78.50,$117.39*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP300%20480GB&id=22179,"1,234 MBytes/Sec",637 MBytes/Sec,676 MBytes/Sec,39 MBytes/Sec
123,Corsair Force MP300 480GB,447.1 GB,"9,108",2653,61.13,$149.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP500%20120GB&id=21085,"1,413 MBytes/Sec",369 MBytes/Sec,389 MBytes/Sec,43 MBytes/Sec
124,Corsair Force MP500 120GB,111.8 GB,"7,667",2799,19.29,$397.50*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP500%20240GB&id=13427,"1,955 MBytes/Sec",684 MBytes/Sec,542 MBytes/Sec,45 MBytes/Sec
125,Corsair Force MP500 240GB,223.6 GB,"11,356",2344,143.75,$79.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP500%20480GB&id=21038,"1,792 MBytes/Sec","1,027 MBytes/Sec",639 MBytes/Sec,47 MBytes/Sec
126,Corsair Force MP500 480GB,447.1 GB,"12,337",2202,63.59,$193.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP510%201920GB&id=22621,"2,611 MBytes/Sec","1,911 MBytes/Sec","1,744 MBytes/Sec",58 MBytes/Sec
127,Corsair Force MP510 1920GB,1.7 TB,"21,904",921,84.90,$257.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP510%20240GB&id=16704,"1,894 MBytes/Sec",586 MBytes/Sec,646 MBytes/Sec,54 MBytes/Sec
128,Corsair Force MP510 240GB,223.6 GB,"11,074",2393,184.48,$60.03*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP510%20480GB&id=22342,"2,365 MBytes/Sec","1,148 MBytes/Sec","1,095 MBytes/Sec",57 MBytes/Sec
129,Corsair Force MP510 480GB,447.1 GB,"16,377",1566,287.37,$56.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP510%20960GB&id=22443,"2,575 MBytes/Sec","1,602 MBytes/Sec","1,505 MBytes/Sec",56 MBytes/Sec
130,Corsair Force MP510 960GB,894.3 GB,"20,052",1140,250.68,$79.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP600%201TB&id=23935,"3,266 MBytes/Sec","2,638 MBytes/Sec","2,309 MBytes/Sec",75 MBytes/Sec
131,Corsair Force MP600 1TB,931.5 GB,"29,156",497,554.40,$52.59,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20MP600%202TB&id=23902,"3,311 MBytes/Sec","2,876 MBytes/Sec","2,495 MBytes/Sec",75 MBytes/Sec
132,Corsair Force MP600 2TB,1.8 TB,"30,593",449,340.12,$89.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20SSD&id=19279,NA,NA,NA,NA
133,Corsair Force SSD,111.8 GB,"2,061",7251,26.43,$77.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Force%20SSD&id=17267,NA,NA,NA,NA
134,Corsair MP400,1.8 TB,"21,227",1025,212.49,$99.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP400&id=27216,"2,410 MBytes/Sec","1,232 MBytes/Sec","1,027 MBytes/Sec",62 MBytes/Sec
135,Corsair MP600 CORE,1.8 TB,"24,893",655,226.32,$109.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20CORE&id=28096,"2,609 MBytes/Sec","1,165 MBytes/Sec","1,076 MBytes/Sec",76 MBytes/Sec
136,Corsair MP600 CORE XT,931.5 GB,"26,503",578,441.80,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20GS&id=32877,"4,320 MBytes/Sec","3,016 MBytes/Sec","2,517 MBytes/Sec",117 MBytes/Sec
137,Corsair MP600 GS,1.8 TB,"32,941",386,291.54,$112.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20PRO&id=30855,"4,730 MBytes/Sec","5,678 MBytes/Sec","4,115 MBytes/Sec",111 MBytes/Sec
138,Corsair MP600 PRO,1.8 TB,"36,643",280,385.76,$94.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20PRO&id=28251,"3,548 MBytes/Sec","3,697 MBytes/Sec","3,018 MBytes/Sec",100 MBytes/Sec
139,Corsair MP600 PRO LPX,931.5 GB,"41,191",183,588.53,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20PRO%20LPX&id=30655,"4,001 MBytes/Sec","3,005 MBytes/Sec","2,683 MBytes/Sec",113 MBytes/Sec
140,Corsair MP600 PRO XT 1TB,931.5 GB,"35,108",332,501.62,$69.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP600%20PRO%20XT%202TB&id=30759,"4,994 MBytes/Sec","4,555 MBytes/Sec","4,531 MBytes/Sec",130 MBytes/Sec
141,Corsair MP700,1.8 TB,"68,854",8,275.43,$249.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20MP700&id=35093,"8,446 MBytes/Sec","7,080 MBytes/Sec","3,842 MBytes/Sec",121 MBytes/Sec
142,Corsair Neutron,111.8 GB,"3,144",5607,8.69,$362.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron&id=18749,NA,NA,NA,NA
143,Corsair Neutron GTX SSD,111.8 GB,"3,438",4999,27.53,$124.88*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron%20GTX%20SSD%20240GB&id=720,389 MBytes/Sec,328 MBytes/Sec,255 MBytes/Sec,25 MBytes/Sec
144,Corsair Neutron GTX SSD 240GB,223.6 GB,"3,497",4880,6.96,$502.59*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron%20SS&id=17539,NA,NA,NA,NA
145,Corsair Neutron SSD,223.6 GB,"2,570",6641,3.21,$800.33*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron%20SSD&id=18559,NA,NA,NA,NA
146,Corsair Neutron SSD 256GB,223.6 GB,"2,338",6955,9.35,$249.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Neutron%20XT%20SSD&id=19707,NA,NA,NA,NA
147,Corsair Nova 2 SSD,28 GB,828,8438,12.74,$64.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Performa&id=17305,NA,NA,NA,NA
148,Corsair Performance Pro,119.1 GB,"3,434",5004,19.08,$179.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Performance%20Pro&id=17080,NA,NA,NA,NA
149,Corsair Performance3 SSD,119.2 GB,"2,365",6922,11.54,$204.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Corsair%20Performance3%20SSD&id=18397,NA,NA,NA,NA
150,Crucial CT1000BX100SSD1,931.5 GB,"4,303",3514,5.08,$846.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT1024M550SSD1&id=7077,498 MBytes/Sec,400 MBytes/Sec,266 MBytes/Sec,33 MBytes/Sec
151,Crucial CT1024M550SSD1,953.9 GB,"4,206",3643,9.16,$458.98*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT1024MX&id=11716,NA,NA,NA,NA
152,Crucial CT1050MX300SSD1,978.1 GB,"4,378",3425,22.94,$190.84,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT1050MX300SSD4&id=12948,550 MBytes/Sec,536 MBytes/Sec,433 MBytes/Sec,41 MBytes/Sec
153,Crucial CT1050MX300SSD4,978.1 GB,"5,268",3004,17.56,$299.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT120BX100SSD1&id=9130,NA,NA,NA,NA
154,Crucial CT120BX100SSD1,111.8 GB,"2,239",7069,17.41,$128.60*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT120M500SSD1&id=4687,416 MBytes/Sec,121 MBytes/Sec,144 MBytes/Sec,24 MBytes/Sec
155,Crucial CT120M500SSD1,111.8 GB,"2,477",6767,33.03,$75.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT120M500SSD3&id=5648,403 MBytes/Sec,127 MBytes/Sec,152 MBytes/Sec,25 MBytes/Sec
156,Crucial CT120M500SSD3,111.8 GB,"2,490",6748,11.67,$213.29*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT120M500SSD4&id=8675,NA,NA,NA,NA
157,Crucial CT120M500SSD4,111.8 GB,"2,671",6475,22.45,$119.00*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT128M225&id=1070,NA,NA,NA,NA
158,Crucial CT128M550SSD1,119.2 GB,"3,248",5409,81.21,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT128M550SSD3&id=7336,500 MBytes/Sec,323 MBytes/Sec,224 MBytes/Sec,29 MBytes/Sec
159,Crucial CT128M550SSD3,119.2 GB,"3,771",4350,13.57,$277.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT128M550SSD4&id=7324,NA,NA,NA,NA
160,Crucial CT128M550SSD4,119.2 GB,"3,262",5371,14.07,$231.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT128MX100SS&id=9329,NA,NA,NA,NA
161,Crucial CT128MX100SSD1,119.2 GB,"2,891",6103,19.03,$151.96*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT2050MX300SSD1&id=12987,432 MBytes/Sec,438 MBytes/Sec,219 MBytes/Sec,36 MBytes/Sec
162,Crucial CT2050MX300SSD1,1.9 TB,"3,980",3981,19.90,$199.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT240M500SSD1&id=4861,430 MBytes/Sec,215 MBytes/Sec,220 MBytes/Sec,27 MBytes/Sec
163,Crucial CT240M500SSD1,223.6 GB,"3,126",5657,16.45,$190.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT240M500SSD3&id=5695,441 MBytes/Sec,208 MBytes/Sec,192 MBytes/Sec,22 MBytes/Sec
164,Crucial CT240M500SSD3,223.6 GB,"2,998",5892,29.99,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT240M500SSD4&id=7742,469 MBytes/Sec,268 MBytes/Sec,274 MBytes/Sec,23 MBytes/Sec
165,Crucial CT240M500SSD4,223.6 GB,"3,574",4729,17.35,$205.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT250MX2&id=9640,NA,NA,NA,NA
166,Crucial CT250MX200SSD1,232.9 GB,"3,823",4256,40.25,$94.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT250MX200SSD4&id=9190,527 MBytes/Sec,357 MBytes/Sec,258 MBytes/Sec,36 MBytes/Sec
167,Crucial CT250MX200SSD4,232.9 GB,"4,149",3712,22.19,$186.97*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT250MX200SSD6&id=9290,525 MBytes/Sec,418 MBytes/Sec,264 MBytes/Sec,35 MBytes/Sec
168,Crucial CT256M225,238.5 GB,"1,162",8010,6.54,$177.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256M550SSD1&id=7131,399 MBytes/Sec,325 MBytes/Sec,216 MBytes/Sec,33 MBytes/Sec
169,Crucial CT256M550SSD1,238.5 GB,"3,430",5012,18.83,$182.19*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256M550SSD3&id=7292,464 MBytes/Sec,371 MBytes/Sec,246 MBytes/Sec,29 MBytes/Sec
170,Crucial CT256M550SSD3,238.5 GB,"3,674",4531,10.27,$357.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256M550SSD4&id=7781,NA,NA,NA,NA
171,Crucial CT256M550SSD4,238.5 GB,"4,012",3919,23.91,$167.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT256MX100SSD1&id=7532,446 MBytes/Sec,266 MBytes/Sec,193 MBytes/Sec,33 MBytes/Sec
172,Crucial CT256MX100SSD1,238.5 GB,"3,303",5278,33.03,$99.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT275MX300SSD1&id=12488,417 MBytes/Sec,321 MBytes/Sec,298 MBytes/Sec,30 MBytes/Sec
173,Crucial CT275MX300SSD1,256.2 GB,"3,722",4452,24.81,$150.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT275MX300SSD4&id=12530,444 MBytes/Sec,357 MBytes/Sec,340 MBytes/Sec,33 MBytes/Sec
174,Crucial CT275MX300SSD4,256.2 GB,"4,148",3713,41.49,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT480M500SSD1&id=4877,455 MBytes/Sec,303 MBytes/Sec,297 MBytes/Sec,29 MBytes/Sec
175,Crucial CT480M500SSD1,447.1 GB,"3,807",4284,47.85,$79.55,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT480M500SSD3&id=6328,408 MBytes/Sec,281 MBytes/Sec,285 MBytes/Sec,23 MBytes/Sec
176,Crucial CT480M500SSD3,447.1 GB,"3,423",5028,7.02,$487.77,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT480M500SSD4&id=7237,NA,NA,NA,NA
177,Crucial CT480M500SSD4,447.1 GB,"3,958",4020,15.31,$258.48*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500BX100SSD1&id=9070,474 MBytes/Sec,364 MBytes/Sec,311 MBytes/Sec,33 MBytes/Sec
178,Crucial CT500BX100SSD1,465.8 GB,"4,170",3696,104.27,$39.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500MX200SSD1&id=9236,429 MBytes/Sec,288 MBytes/Sec,209 MBytes/Sec,32 MBytes/Sec
179,Crucial CT500MX200SSD1,465.8 GB,"3,342",5197,17.14,$194.95*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500MX200SSD3&id=9587,NA,NA,NA,NA
180,Crucial CT500MX200SSD3,465.8 GB,"3,865",4174,9.76,$396.19*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500MX200SSD4&id=9109,534 MBytes/Sec,477 MBytes/Sec,377 MBytes/Sec,39 MBytes/Sec
181,Crucial CT500MX200SSD4,465.8 GB,"4,979",3062,7.44,$669.40*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT500MX200SSD6&id=9622,NA,NA,NA,NA
182,Crucial CT500MX200SSD6,465.8 GB,"4,302",3515,14.45,$297.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT512M550SSD1&id=7175,445 MBytes/Sec,363 MBytes/Sec,230 MBytes/Sec,32 MBytes/Sec
183,Crucial CT512M550SSD1,476.9 GB,"3,750",4398,18.75,$199.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT512M550SSD3&id=7219,NA,NA,NA,NA
184,Crucial CT512M550SSD3,476.9 GB,"3,255",5389,7.80,$417.47*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT512M550SSD4&id=7542,NA,NA,NA,NA
185,Crucial CT512M550SSD4,476.9 GB,"3,687",4514,13.27,$277.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT512MX100SSD1&id=7575,467 MBytes/Sec,357 MBytes/Sec,225 MBytes/Sec,33 MBytes/Sec
186,Crucial CT512MX100SSD1,476.9 GB,"3,809",4280,19.43,$196.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT525MX3&id=13387,408 MBytes/Sec,330 MBytes/Sec,284 MBytes/Sec,25 MBytes/Sec
187,Crucial CT525MX300SSD1,489 GB,"4,089",3808,25.56,$159.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT525MX300SSD4&id=12849,444 MBytes/Sec,397 MBytes/Sec,365 MBytes/Sec,34 MBytes/Sec
188,Crucial CT525MX300SSD4,489 GB,"4,337",3469,17.35,$249.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT64M225&id=1071,NA,NA,NA,NA
189,Crucial CT750MX300SSD1,698.6 GB,"4,086",3814,25.54,$159.95,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20CT960M50&id=26009,438 MBytes/Sec,312 MBytes/Sec,264 MBytes/Sec,28 MBytes/Sec
190,Crucial CT960M500SSD1,894.3 GB,"3,888",4138,59.91,$64.90,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20FCCT1000MX200SSD1&id=15058,NA,NA,NA,NA
191,Crucial M4-CT128M4SSD1,114.5 GB,"2,290",7013,19.91,$114.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20M4-CT128M4SSD2&id=178,363 MBytes/Sec,166 MBytes/Sec,85 MBytes/Sec,14 MBytes/Sec
192,Crucial M4-CT128M4SSD2,119.2 GB,"2,216",7099,21.10,$104.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20M4-CT128M4SSD3&id=610,359 MBytes/Sec,164 MBytes/Sec,75 MBytes/Sec,13 MBytes/Sec
193,Crucial M4-CT128M4SSD3,119.2 GB,"2,166",7156,19.69,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20MX500%201TB%20M.2&id=15786,517 MBytes/Sec,449 MBytes/Sec,383 MBytes/Sec,48 MBytes/Sec
194,Crucial MX500 1TB M.2,931.5 GB,"4,889",3089,17.52,$279.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20MX500%20500GB%20CT500MX500SSD4&id=15814,515 MBytes/Sec,445 MBytes/Sec,367 MBytes/Sec,48 MBytes/Sec
195,Crucial MX500 500GB CT500MX500SSD4,465.8 GB,"4,832",3107,26.99,$179.00,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20P3%20500GB&id=31642,"3,002 MBytes/Sec","1,548 MBytes/Sec","1,040 MBytes/Sec",74 MBytes/Sec
196,Crucial P3 500GB,465.8 GB,"18,698",1283,623.48,$29.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20P3%20Plus%20500GB&id=31677,"3,646 MBytes/Sec","1,594 MBytes/Sec","1,093 MBytes/Sec",80 MBytes/Sec
197,Crucial P3 Plus 500GB,465.8 GB,"20,783",1078,770.01,$26.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20P5%20Plus%201TB&id=29038,"4,534 MBytes/Sec","3,547 MBytes/Sec","3,102 MBytes/Sec",89 MBytes/Sec
198,Crucial P5 Plus 1TB,931.5 GB,"37,754",252,629.34,$59.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20P5%20Plus%20500GB&id=29184,"4,177 MBytes/Sec","3,123 MBytes/Sec","2,443 MBytes/Sec",87 MBytes/Sec
199,Crucial P5 Plus 500GB,465.8 GB,"33,757",366,785.23,$42.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20T700%202TB&id=34572,"9,432 MBytes/Sec","9,647 MBytes/Sec","4,963 MBytes/Sec",133 MBytes/Sec
200,Crucial T700 2TB,1.8 TB,"72,857",2,269.85,$269.99,https://www.harddrivebenchmark.net/hdd.php?hdd=Crucial%20T700%202TB%20Gen5%20M.2%20with%20heatsink&id=34647,"9,704 MBytes/Sec","9,566 MBytes/Sec","4,437 MBytes/Sec",128 MBytes/Sec
201,Cruicial CT250BX100SSD1,232.9 GB,"3,795",4311,39.95,$94.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CS667-M256&id=9727,NA,NA,NA,NA
202,CS900 SSD,111.8 GB,"2,260",7045,94.21,$23.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CSC%2073GB%2015K%20REFURBISHED&id=12011,NA,NA,NA,NA
203,CSSD-F115GB2-A,107 GB,"1,575",7624,14.32,$109.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CSSD-M2B05GPG2VN&id=23546,"2,144 MBytes/Sec",608 MBytes/Sec,899 MBytes/Sec,59 MBytes/Sec
204,CSSD-V60GB2,55.9 GB,"1,009",8182,8.17,$123.48*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000BX%20100SSD1&id=9179,NA,NA,NA,NA
205,CT1000BX500SSD1,931.5 GB,"3,204",5484,65.40,$48.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000MX%20500SSD1&id=15264,415 MBytes/Sec,359 MBytes/Sec,309 MBytes/Sec,40 MBytes/Sec
206,CT1000MX500SSD1,931.5 GB,"4,846",3103,105.37,$45.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P1SSD8&id=16895,"1,899 MBytes/Sec","1,264 MBytes/Sec",424 MBytes/Sec,75 MBytes/Sec
207,CT1000P1SSD8,931.5 GB,"12,832",2098,107.83,$119.00,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P2SSD8&id=27075,"1,611 MBytes/Sec","1,504 MBytes/Sec","1,115 MBytes/Sec",66 MBytes/Sec
208,CT1000P2SSD8,931.5 GB,"14,931",1752,253.08,$59.00,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P3PSSD8&id=31684,"3,179 MBytes/Sec","2,746 MBytes/Sec","1,744 MBytes/Sec",84 MBytes/Sec
209,CT1000P3PSSD8,931.5 GB,"24,552",681,545.72,$44.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P3SSD8&id=31552,"2,334 MBytes/Sec","2,384 MBytes/Sec","1,530 MBytes/Sec",79 MBytes/Sec
210,CT1000P3SSD8,931.5 GB,"20,419",1108,340.37,$59.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000P5SSD8&id=26467,"2,805 MBytes/Sec","2,390 MBytes/Sec","2,000 MBytes/Sec",66 MBytes/Sec
211,CT1000P5SSD8,931.5 GB,"25,450",634,324.54,$78.42,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000T700SSD3&id=34698,"9,082 MBytes/Sec","7,432 MBytes/Sec","3,882 MBytes/Sec",144 MBytes/Sec
212,CT1000T700SSD3,931.5 GB,"61,850",11,386.59,$159.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT1000T700SSD5&id=35018,"9,063 MBytes/Sec","7,667 MBytes/Sec","4,173 MBytes/Sec",124 MBytes/Sec
213,CT120BX100SSD1,111.8 GB,"3,128",5654,34.76,$89.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT120BX3%2000SSD1&id=15369,NA,NA,NA,NA
214,CT120BX300SSD1,111.8 GB,"4,063",3845,51.44,$78.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT120BX5%2000SSD1&id=16746,313 MBytes/Sec,175 MBytes/Sec,92 MBytes/Sec,17 MBytes/Sec
215,CT120BX500SSD1,111.8 GB,"2,938",6010,195.98,$14.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT128V4SSD2&id=5963,NA,NA,NA,NA
216,CT128V4SSD2,119.2 GB,"1,374",7791,7.45,$184.49*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000BX500SSD1&id=25224,530 MBytes/Sec,388 MBytes/Sec,162 MBytes/Sec,17 MBytes/Sec
217,CT2000BX500SSD1,1.8 TB,"3,798",4305,49.98,$75.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000MX%20500SSD1&id=22952,462 MBytes/Sec,413 MBytes/Sec,322 MBytes/Sec,43 MBytes/Sec
218,CT2000MX500SSD1,1.8 TB,"5,170",3014,50.20,$102.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P1SSD8&id=26466,"2,104 MBytes/Sec","1,755 MBytes/Sec",555 MBytes/Sec,85 MBytes/Sec
219,CT2000P1SSD8,1.8 TB,"15,768",1641,70.08,$224.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P2SSD8&id=27228,"1,370 MBytes/Sec","1,628 MBytes/Sec","1,313 MBytes/Sec",69 MBytes/Sec
220,CT2000P2SSD8,1.8 TB,"15,262",1704,152.64,$99.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P3PSSD8&id=31713,"3,092 MBytes/Sec","3,332 MBytes/Sec","2,302 MBytes/Sec",87 MBytes/Sec
221,CT2000P3PSSD8,1.8 TB,"27,943",520,349.34,$79.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P3SSD8&id=31692,"2,432 MBytes/Sec","2,582 MBytes/Sec","1,917 MBytes/Sec",81 MBytes/Sec
222,CT2000P3SSD8,1.8 TB,"22,256",871,185.48,$119.99*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P5PSSD8&id=29403,"4,815 MBytes/Sec","3,803 MBytes/Sec","3,438 MBytes/Sec",90 MBytes/Sec
223,CT2000P5PSSD8,1.8 TB,"40,002",210,408.23,$97.99,https://www.harddrivebenchmark.net/hdd.php?hdd=CT2000P5SSD8&id=26588,"2,744 MBytes/Sec","2,384 MBytes/Sec","2,203 MBytes/Sec",67 MBytes/Sec
224,CT2000P5SSD8,1.8 TB,"25,775",614,151.62,$170.00,https://www.harddrivebenchmark.net/hdd.php?hdd=CT240BX2%2000SSD1&id=10956,466 MBytes/Sec,310 MBytes/Sec,221 MBytes/Sec,35 MBytes/Sec
225,CT240BX200SSD1,223.6 GB,"3,568",4745,24.14,$147.77*,https://www.harddrivebenchmark.net/hdd.php?hdd=CT240BX300SSD1&id=22925,475 MBytes/Sec,378 MBytes/Sec,329 MBytes/Sec,33 MBytes/Sec
